region,club,type,distance,date,finishers,dnf,eid
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,200,2020/03/14,23,1.0,11124
CA: Santa Cruz,Santa Cruz Randonneurs / 905106,RUSAP,130,2020/03/14,1,0.0,11468
CA: Santa Rosa,Santa Rosa Randonneurs / 905171,RUSAB,200,2020/03/14,2,0.0,11112
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,RUSAB,200,2020/03/14,5,0.0,11671
LA: New Orleans,Crescent City Randonneurs / 918002,ACPB,300,2020/03/14,0,,11259
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,214,2020/03/14,2,0.0,11777
MD: Capital Region,DC Randonneurs / 946012,RUSAB,207,2020/03/14,3,0.0,11795
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,211,2020/03/14,4,0.0,10882
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,102,2020/03/15,0,,10839
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAB,204,2020/03/15,0,,11794
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,RUSAP,102,2020/03/15,2,0.0,11698
TX: Austin,Hill Country Randonneurs / 943025,RUSAP,111,2020/03/15,0,,11801
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,RUSAP,100,2020/03/15,1,0.0,11700
MA: Westfield,New Horizons Cycling Club / 921009,RUSAP,100,2020/03/15,27,1.0,11443
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,RUSAP,120,2020/03/15,3,0.0,11770
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAB,200,2020/03/15,4,0.0,11793
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,108,2020/03/15,12,0.0,11024
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,RUSAB,200,2020/03/15,9,0.0,11750
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,189,2020/03/15,2,0.0,11778
AZ: Tucson,PAC Tour / 949005,ACPB,200,2020/03/18,0,,11063
AL: Birmingham,Montgomery Bicycle Club / 901005,RUSAP,142,2020/03/19,1,0.0,11735
TX: Houston,Houston Randonneurs / 943030,ACPB,300,2020/03/21,0,1.0,11010
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAB,300,2020/03/21,0,,11799
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2020/03/21,2,0.0,11085
AL: Birmingham,Montgomery Bicycle Club / 901005,ACPB,200,2020/03/21,2,0.0,10778
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,300,2020/03/21,1,0.0,11234
OR: Eugene,South Willamette Randonneurs / 937003,ACPB,200,2020/03/21,0,,11300
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2020/03/21,1,0.0,11025
AZ: Tucson,PAC Tour / 949005,ACPB,200,2020/03/21,5,0.0,11061
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2020/03/21,0,,11488
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2020/03/21,1,0.0,11233
OR: Portland,Oregon Randonneurs / 937020,RUSAP,100,2020/03/21,1,0.0,11352
MO: Kansas City,Audax Kansas City / 925005,RUSAP,108,2020/03/21,3,0.0,11804
MO: Kansas City,Audax Kansas City / 925005,ACPB,200,2020/03/21,4,0.0,10866
NY: Central/Western,Finger Lakes Randonneurs / 932007,RUSAP,101,2020/03/21,1,0.0,11809
TX: Austin,Hill Country Randonneurs / 943025,RUSAP,101,2020/03/21,6,0.0,11815
IL: Chicago,Great Lakes Randonneurs / 913005,RUSAB,200,2020/03/21,2,0.0,11808
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2020/03/21,0,1.0,11011
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,100,2020/03/21,7,0.0,11802
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2020/03/21,0,,11009
OH: Columbus,Ohio Randonneurs / 935012,RUSAP,100,2020/03/21,4,0.0,11783
OH: Columbus,Ohio Randonneurs / 935012,ACPB,200,2020/03/21,5,1.0,10930
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAB,200,2020/03/22,0,,11800
FL: Southern,South Florida Randonneurs / 909014,RUSAB,207,2020/03/22,4,0.0,11792
MD: Capital Region,DC Randonneurs / 946012,RUSAP,132,2020/03/22,6,0.0,11796
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,124,2020/03/22,6,0.0,11803
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,RUSAP,100,2020/03/22,1,0.0,11701
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,325,2020/03/28,0,,10886
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,300,2020/03/28,2,0.0,11145
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAB,300,2020/03/28,0,,11835
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2020/03/28,0,,10885
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,101,2020/03/28,2,0.0,11823
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,200,2020/03/28,0,,11144
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,200,2020/03/28,3,0.0,10759
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAB,200,2020/03/28,0,,11834
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,RUSAB,200,2020/03/28,5,0.0,11797
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,102,2020/03/28,1,0.0,11821
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,600,2020/03/28,0,,11147
TX: Houston,Houston Randonneurs / 943030,RUSAB,200,2020/03/28,0,,11820
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2020/03/28,1,0.0,10887
LA: New Orleans,Crescent City Randonneurs / 918002,ACPB,400,2020/03/28,0,,11260
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,400,2020/03/28,0,,11146
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,200,2020/03/29,1,0.0,11414
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,100,2020/03/29,1,0.0,11822
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,103,2020/03/29,5,0.0,10758
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,RUSAP,100,2020/03/29,2,0.0,11702
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,RUSAP,120,2020/03/29,1,0.0,11814
TX: Austin,Hill Country Randonneurs / 943025,RUSAP,101,2020/03/30,1,0.0,11833
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,100,2020/03/31,1,0.0,11836
NY: Central/Western,Finger Lakes Randonneurs / 932007,RUSAP,101,2020/03/31,1,0.0,11810
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2020/04/04,1,0.0,11354
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,101,2020/04/04,2,0.0,11824
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,101,2020/04/11,2,0.0,11825
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2020/09/05,8,1.0,11877
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,109,2020/09/05,0,,10845
TX: Austin,Hill Country Randonneurs / 943025,RUSAB,215,2020/09/05,2,0.0,11899
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,200,2020/09/05,6,0.0,11870
MI: Detroit,Detroit Randonneurs / 922015,RUSAP,116,2020/09/05,15,1.0,11881
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,150,2020/09/07,6,0.0,11895
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2020/09/07,1,1.0,11878
AZ: Phoenix,Arizona Randonneurs / 903020,RUSAB,204,2020/09/12,4,0.0,11907
WI: Western,Driftless Randonneurs / 949007,ACPB,200,2020/09/12,0,,11888
TX: Central Texas,Heart of Texas Randonneurs / 943049,RUSAB,200,2020/09/12,3,1.0,11918
TX: Houston,Houston Randonneurs / 943030,RUSAB,300,2020/09/12,4,0.0,11894
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2020/09/12,31,2.0,11091
AZ: Phoenix,Arizona Randonneurs / 903020,RUSAP,123,2020/09/12,3,0.0,11906
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,200,2020/09/12,28,1.0,11132
TX: Houston,Houston Randonneurs / 943030,RUSAB,200,2020/09/12,3,0.0,11893
TX: Austin,Hill Country Randonneurs / 943025,RUSAB,206,2020/09/12,2,0.0,11900
MI: Detroit,Detroit Randonneurs / 922015,ACPB,200,2020/09/12,13,0.0,11400
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2020/09/12,3,0.0,11879
TX: Houston,Houston Randonneurs / 943030,RUSAP,111,2020/09/12,2,0.0,11892
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2020/09/12,10,0.0,11046
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,ACPB,200,2020/09/12,11,0.0,11873
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,200,2020/09/12,6,0.0,11896
AL: Birmingham,Montgomery Bicycle Club / 901005,RUSAP,100,2020/09/13,9,0.0,11872
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,200,2020/09/19,3,1.0,11425
MI: Detroit,Detroit Randonneurs / 922015,ACPB,300,2020/09/19,1,0.0,11883
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2020/09/19,5,0.0,11901
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,300,2020/09/19,2,0.0,11942
MI: Detroit,Detroit Randonneurs / 922015,ACPB,200,2020/09/19,4,0.0,11882
CA: San Diego,San Diego Randonneurs / 905140,RUSAB,200,2020/09/19,3,0.0,11869
GA: Atlanta,Audax Atlanta / 910004,RUSAB,200,2020/09/19,8,0.0,11868
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,300,2020/09/19,5,0.0,11047
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,ACPB,200,2020/09/19,6,0.0,11874
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2020/09/19,0,,11880
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,200,2020/09/19,1,0.0,11889
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAB,206,2020/09/20,5,0.0,11943
WI: Western,Driftless Randonneurs / 949007,ACPB,200,2020/09/26,0,,11890
MD: Capital Region,DC Randonneurs / 946012,RUSAP,100,2020/09/26,0,,11092
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2020/09/26,3,0.0,11902
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,300,2020/09/26,14,0.0,11871
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,ACPB,300,2020/09/26,5,0.0,11876
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,200,2020/09/26,13,2.0,11179
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,106,2020/09/26,1,0.0,11917
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,ACPB,200,2020/09/26,1,0.0,11875
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,300,2020/09/26,5,0.0,11897
AZ: Phoenix,Arizona Randonneurs / 903020,RUSAP,103,2020/09/26,8,0.0,11904
TX: Central Texas,Heart of Texas Randonneurs / 943049,RUSAB,205,2020/09/26,2,0.0,12073
WI: Western,Driftless Randonneurs / 949007,ACPB,300,2020/09/26,0,,11891
OH: Columbus,Ohio Randonneurs / 935012,RUSAB,200,2020/09/26,11,2.0,11908
MI: Detroit,Detroit Randonneurs / 922015,ACPB,300,2020/09/26,3,3.0,11884
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,107,2020/09/27,3,0.0,11898
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2020/10/03,6,0.0,11051
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2020/10/03,4,0.0,12069
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,205,2020/10/03,4,0.0,11954
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,214,2020/10/03,2,0.0,11976
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2020/10/03,4,0.0,11975
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,400,2020/10/03,5,0.0,10860
TX: Central Texas,Heart of Texas Randonneurs / 943049,RUSAB,208,2020/10/03,0,,11986
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,400,2020/10/03,2,0.0,12209
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAB,200,2020/10/03,15,4.0,11552
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,101,2020/10/03,0,,10846
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,189,2020/10/04,2,0.0,11977
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,200,2020/10/10,4,0.0,11212
MI: Detroit,Detroit Randonneurs / 922015,ACPB,400,2020/10/10,0,,12099
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2020/10/10,1,0.0,11019
TX: Central Texas,Heart of Texas Randonneurs / 943049,RUSAB,309,2020/10/10,5,0.0,11983
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2020/10/10,1,1.0,11018
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,600,2020/10/10,2,0.0,10861
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2020/10/10,7,0.0,12211
OH: Columbus,Ohio Randonneurs / 935012,RUSAP,100,2020/10/10,9,0.0,11909
OH: Columbus,Ohio Randonneurs / 935012,RUSAB,200,2020/10/10,2,1.0,11910
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,400,2020/10/10,11,3.0,11915
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,300,2020/10/10,0,,11213
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,200,2020/10/10,3,0.0,11426
CA: San Diego,San Diego Randonneurs / 905140,RUSAB,201,2020/10/11,6,1.0,10849
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAB,200,2020/10/17,18,2.0,11134
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,600,2020/10/17,4,0.0,11978
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAP,107,2020/10/17,13,8.0,11133
TX: Austin,Hill Country Randonneurs / 943025,ACPB,600,2020/10/17,3,2.0,12070
TX: Houston,Houston Randonneurs / 943030,RUSAB,406,2020/10/17,3,0.0,12527
WI: Western,Driftless Randonneurs / 949007,RUSAB,206,2020/10/17,0,,11214
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2020/10/17,13,2.0,11553
MA: Boston,New England Randonneurs / 921005,RUSAB,200,2020/10/17,0,,11410
MD: Capital Region,DC Randonneurs / 946012,RUSAB,200,2020/10/17,24,1.0,11093
AL: Birmingham,Montgomery Bicycle Club / 901005,RUSAB,200,2020/10/17,5,0.0,11980
TX: Austin,Hill Country Randonneurs / 943025,RUSAB,324,2020/10/24,6,1.0,12071
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,600,2020/10/24,4,1.0,12195
MI: Detroit,Detroit Randonneurs / 922015,ACPB,400,2020/10/24,1,0.0,12101
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,400,2020/10/24,0,,12194
MI: Detroit,Detroit Randonneurs / 922015,ACPB,200,2020/10/24,4,1.0,12100
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAB,200,2020/10/24,0,,12212
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,300,2020/10/24,2,0.0,12193
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,600,2020/10/24,6,1.0,11916
MO: Kansas City,Audax Kansas City / 925005,ACPB,300,2020/10/24,4,0.0,12293
AZ: Phoenix,Arizona Randonneurs / 903020,RUSAP,100,2020/10/24,4,0.0,12192
MO: Kansas City,Audax Kansas City / 925005,ACPB,200,2020/10/24,1,0.0,12292
MI: Detroit,Detroit Randonneurs / 922015,ACPB,600,2020/10/24,1,1.0,12102
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,RUSAB,200,2020/10/25,7,1.0,11180
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,200,2020/10/25,2,0.0,12196
TX: Austin,Hill Country Randonneurs / 943025,RUSAB,206,2020/10/25,2,0.0,12529
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,300,2020/10/31,2,0.0,12530
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2020/10/31,26,3.0,12213
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2020/10/31,3,1.0,11981
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,600,2020/10/31,7,0.0,11979
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,600,2020/10/31,0,,12531
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2020/10/31,2,0.0,12072
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,102,2020/11/01,0,,10847
TX: Central Texas,Heart of Texas Randonneurs / 943049,RUSAB,403,2020/11/07,3,0.0,11984
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAB,200,2020/11/07,17,2.0,12541
MO: Kansas City,Audax Kansas City / 925005,RUSAB,200,2020/11/07,8,0.0,12532
MD: Capital Region,DC Randonneurs / 946012,RUSAB,205,2020/11/07,46,2.0,11094
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAB,200,2020/11/07,18,0.0,11135
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAB,200,2020/11/07,13,1.0,11052
TX: Central Texas,Heart of Texas Randonneurs / 943049,RUSAP,102,2020/11/07,1,0.0,12542
CA: San Diego,San Diego Randonneurs / 905140,RUSAB,209,2020/11/08,0,4.0,10850
MO: Kansas City,Audax Kansas City / 925005,RUSAP,100,2020/11/08,7,0.0,12533
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,RUSAB,200,2020/11/14,15,1.0,11181
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,103,2020/11/14,4,0.0,12545
GA: Atlanta,Audax Atlanta / 910004,RUSAB,200,2020/11/14,9,0.0,10824
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAB,200,2020/11/14,10,0.0,12543
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,400,2020/11/14,6,0.0,10917
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,103,2020/11/21,0,,12546
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAB,200,2020/11/21,3,0.0,12544
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,300,2020/11/21,6,0.0,10918
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,RUSAP,102,2020/11/27,5,1.0,12528
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,107,2020/11/28,2,0.0,10919
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,210,2020/11/28,2,0.0,10920
TX: Austin,Hill Country Randonneurs / 943025,RUSAB,324,2020/11/28,2,0.0,12548
TX: Houston,Houston Randonneurs / 943030,RUSAB,200,2020/12/05,5,0.0,11021
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,200,2020/12/05,2,0.0,10921
GA: Atlanta,Audax Atlanta / 910004,RUSAB,200,2020/12/05,6,2.0,10825
MD: Capital Region,DC Randonneurs / 946012,RUSAB,202,2020/12/05,4,0.0,11095
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAB,200,2020/12/05,6,1.0,11136
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAB,200,2020/12/05,17,0.0,11053
TX: Central Texas,Heart of Texas Randonneurs / 943049,RUSAB,606,2020/12/05,7,0.0,11985
TX: Central Texas,Heart of Texas Randonneurs / 943049,RUSAP,118,2020/12/06,0,1.0,12550
NY: Central/Western,Finger Lakes Randonneurs / 932007,RUSAP,101,2020/12/11,1,0.0,12551
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,211,2020/12/12,4,0.0,10923
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,114,2020/12/12,2,1.0,10922
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,105,2020/12/12,5,0.0,12552
AL: Birmingham,Montgomery Bicycle Club / 901005,RUSAP,100,2020/12/12,2,0.0,10784
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,119,2020/12/12,0,,10848
CA: San Diego,San Diego Randonneurs / 905140,RUSAB,200,2020/12/12,11,0.0,12547
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,108,2020/12/19,7,0.0,12553
GA: Atlanta,Audax Atlanta / 910004,RUSAP,100,2020/12/19,8,0.0,10826
